Ticket ID,Priority,Status,Subject,Description,Address,Raised At,Closed At,order_id
2P1226,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Surat,2026-01-19 14:42:34.160042+00:00,2026-01-19 16:42:34.160042+00:00,ORD345440
3P1227,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Lucknow,2025-12-05 08:43:34.160042+00:00,2025-12-05 09:13:34.160042+00:00,ORD987774
3P1228,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2025-12-30 16:56:34.160042+00:00,2025-12-30 17:56:34.160042+00:00,ORD677269
3P1229,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Patna,2025-12-10 13:04:34.160042+00:00,2025-12-10 17:04:34.160042+00:00,ORD449270
2P1230,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Chennai,2025-12-26 19:54:34.160042+00:00,2025-12-26 21:54:34.160042+00:00,ORD332535
3P1231,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Surat,2026-02-02 19:37:34.160042+00:00,2026-02-02 20:07:34.160042+00:00,ORD778694
3P1232,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Lucknow,2026-01-07 18:42:34.160042+00:00,2026-01-10 18:42:34.160042+00:00,ORD693813
3P1233,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chandigarh,2026-01-17 21:40:34.160042+00:00,2026-01-18 01:40:34.160042+00:00,ORD926924
3P1234,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2025-11-25 02:43:34.160042+00:00,,ORD511098
3P1235,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Indore,2026-02-13 21:02:34.160042+00:00,2026-02-13 23:02:34.160042+00:00,ORD531363
3P1236,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chandigarh,2026-02-04 01:03:34.160042+00:00,,ORD765746
3P1237,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Surat,2026-02-11 08:41:34.160042+00:00,2026-02-11 09:11:34.160042+00:00,ORD155200
2P1238,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Chennai,2026-02-05 23:36:34.160042+00:00,2026-02-06 03:36:34.160042+00:00,ORD175323
3P1239,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Surat,2025-12-11 20:01:34.160042+00:00,2025-12-12 20:01:34.160042+00:00,ORD235507
3P1240,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2026-02-03 16:55:34.160042+00:00,2026-02-03 17:25:34.160042+00:00,ORD784603
3P1241,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Kolkata,2025-12-01 22:20:34.160042+00:00,2025-12-01 23:20:34.160042+00:00,ORD590065
3P1242,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Indore,2025-12-08 14:39:34.160042+00:00,2025-12-11 14:39:34.160042+00:00,ORD213917
1P1243,P1,CLOSED,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Hyderabad,2025-12-05 13:10:34.160042+00:00,2025-12-05 15:10:34.160042+00:00,ORD988238
2P1244,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Bangalore,2026-01-31 19:21:34.160042+00:00,,ORD589150
3P1245,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-13 23:29:34.160042+00:00,2025-12-14 23:29:34.160042+00:00,ORD528368
3P1246,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-20 02:44:34.160042+00:00,,ORD927991
3P1247,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Lucknow,2026-01-17 02:18:34.160042+00:00,2026-01-17 03:18:34.160042+00:00,ORD728827
3P1248,P3,CLOSED,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Kolkata,2026-01-07 17:51:34.160042+00:00,2026-01-10 17:51:34.160042+00:00,ORD185603
2P1249,P2,OPEN,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Mumbai,2025-12-12 19:50:34.160042+00:00,,ORD649892
3P1250,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-02-16 13:54:34.160042+00:00,,ORD262158
1P1251,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2026-01-03 16:47:34.160042+00:00,2026-01-06 16:47:34.160042+00:00,ORD998265
1P1252,P1,CLOSED,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Hyderabad,2026-02-13 17:18:34.160042+00:00,2026-02-14 01:18:34.160042+00:00,ORD468062
2P1253,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Bangalore,2025-11-28 06:49:34.160042+00:00,,ORD903981
1P1254,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2025-11-27 05:13:34.160042+00:00,2025-11-30 05:13:34.160042+00:00,ORD456621
3P1255,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-12-20 07:33:34.160042+00:00,,ORD357027
1P1256,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Hyderabad,2025-12-21 06:03:34.160042+00:00,,ORD406734
3P1257,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2025-12-04 12:21:34.160042+00:00,,ORD827742
3P1258,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Jaipur,2026-01-04 15:48:34.160042+00:00,,ORD438072
2P1259,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2025-12-16 20:53:34.160042+00:00,2025-12-16 21:53:34.160042+00:00,ORD843321
3P1260,P3,CLOSED,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Bangalore,2026-02-15 16:33:34.160042+00:00,2026-02-16 16:33:34.160042+00:00,ORD955382
2P1261,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Hyderabad,2025-12-24 07:39:34.160042+00:00,,ORD115946
3P1262,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Surat,2025-12-07 02:46:34.160042+00:00,,ORD944693
1P1263,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Kolkata,2026-02-11 13:18:34.160042+00:00,,ORD737095
2P1264,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Jaipur,2025-12-14 03:43:34.160042+00:00,2025-12-14 04:43:34.160042+00:00,ORD732344
3P1265,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Chennai,2025-12-19 00:52:34.160042+00:00,,ORD330148
3P1266,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Indore,2026-02-01 04:05:34.160042+00:00,2026-02-01 08:05:34.160042+00:00,ORD289943
2P1267,P2,CLOSED,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Jaipur,2026-01-01 13:39:34.160042+00:00,2026-01-01 17:39:34.160042+00:00,ORD647061
3P1268,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Kolkata,2025-12-04 15:47:34.160042+00:00,,ORD727451
1P1269,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Kolkata,2025-12-18 10:01:34.160042+00:00,2025-12-18 11:01:34.160042+00:00,ORD678705
2P1270,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2025-12-11 04:32:34.160042+00:00,2025-12-11 05:32:34.160042+00:00,ORD899876
3P1271,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-01-29 07:49:34.160042+00:00,2026-01-29 08:19:34.160042+00:00,ORD391436
3P1272,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Kolkata,2025-12-28 08:12:34.160042+00:00,2025-12-28 12:12:34.160042+00:00,ORD726600
3P1273,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chennai,2026-01-10 06:19:34.160042+00:00,2026-01-10 07:19:34.160042+00:00,ORD700679
3P1274,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2025-12-23 21:32:34.160042+00:00,2025-12-23 23:32:34.160042+00:00,ORD914031
3P1275,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Surat,2025-12-17 07:18:34.160042+00:00,,ORD603781
2P1276,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Patna,2025-12-28 15:33:34.160042+00:00,2025-12-28 19:33:34.160042+00:00,ORD584304
3P1277,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2026-01-25 18:11:34.160042+00:00,2026-01-25 20:11:34.160042+00:00,ORD568037
3P1278,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Delhi,2025-12-01 05:20:34.160042+00:00,2025-12-01 09:20:34.160042+00:00,ORD899542
1P1279,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Bhopal,2026-02-02 15:03:34.160042+00:00,2026-02-02 16:03:34.160042+00:00,ORD670536
3P1280,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2025-12-25 13:47:34.160042+00:00,2025-12-25 17:47:34.160042+00:00,ORD836609
1P1281,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2025-11-27 03:37:34.160042+00:00,2025-11-27 05:37:34.160042+00:00,ORD571248
3P1282,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Lucknow,2025-12-07 22:56:34.160042+00:00,2025-12-08 06:56:34.160042+00:00,ORD515698
3P1283,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Lucknow,2026-02-09 08:36:34.160042+00:00,,ORD954359
3P1284,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Chandigarh,2025-12-08 06:45:34.160042+00:00,,ORD703902
2P1285,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Surat,2026-02-07 00:40:34.160042+00:00,,ORD893049
3P1286,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-08 13:04:34.160042+00:00,2026-01-08 15:04:34.160042+00:00,ORD506631
3P1287,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Hyderabad,2025-11-26 01:22:34.160042+00:00,,ORD770254
3P1288,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Surat,2026-01-25 05:30:34.160042+00:00,2026-01-28 05:30:34.160042+00:00,ORD484763
2P1289,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Lucknow,2025-11-25 08:15:34.160042+00:00,2025-11-25 09:15:34.160042+00:00,ORD387440
1P1290,P1,OPEN,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Hyderabad,2026-01-13 10:42:34.160042+00:00,,ORD943791
2P1291,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Delhi,2026-02-05 04:04:34.160042+00:00,2026-02-08 04:04:34.160042+00:00,ORD817070
3P1292,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Pune,2026-01-09 11:25:34.160042+00:00,2026-01-09 13:25:34.160042+00:00,ORD479877
3P1293,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Chennai,2025-12-19 20:04:34.160042+00:00,,ORD589311
2P1294,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Bhopal,2026-02-06 15:43:34.160042+00:00,2026-02-06 16:43:34.160042+00:00,ORD285940
3P1295,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-12-31 17:14:34.160042+00:00,,ORD358968
3P1296,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2025-12-22 06:06:34.160042+00:00,2025-12-24 06:06:34.160042+00:00,ORD248800
3P1297,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Kolkata,2025-12-18 21:21:34.160042+00:00,2025-12-18 21:51:34.160042+00:00,ORD861704
3P1298,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Surat,2025-12-26 04:57:34.160042+00:00,2025-12-26 05:57:34.160042+00:00,ORD701789
3P1299,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Lucknow,2026-01-06 22:39:34.160042+00:00,2026-01-07 00:39:34.160042+00:00,ORD857314
1P1300,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Mumbai,2025-12-12 04:05:34.160042+00:00,,ORD781762
2P1301,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Lucknow,2026-01-27 01:22:34.160042+00:00,2026-01-27 09:22:34.160042+00:00,ORD629356
3P1302,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-12-19 22:38:34.160042+00:00,2025-12-20 02:38:34.160042+00:00,ORD891629
2P1303,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Bhopal,2025-11-25 03:49:34.160042+00:00,2025-11-26 03:49:34.160042+00:00,ORD513806
3P1304,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chandigarh,2026-01-21 16:41:34.160042+00:00,,ORD497078
3P1305,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Hyderabad,2025-12-01 00:22:34.160042+00:00,,ORD584078
2P1306,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Hyderabad,2026-02-05 19:14:34.160042+00:00,,ORD235574
3P1307,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2025-12-11 08:35:34.160042+00:00,2025-12-11 09:35:34.160042+00:00,ORD666520
3P1308,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Mumbai,2025-12-21 14:54:34.160042+00:00,,ORD486136
2P1309,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Surat,2026-02-04 23:35:34.160042+00:00,2026-02-06 23:35:34.160042+00:00,ORD958817
3P1310,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Patna,2026-02-14 19:40:34.160042+00:00,2026-02-17 19:40:34.160042+00:00,ORD345734
3P1311,P3,OPEN,Damaged product delivered,Laptop sleeve arrived with torn packaging and visible scratch on product.,Jaipur,2026-01-22 17:15:34.160042+00:00,,ORD468115
3P1312,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Hyderabad,2025-12-10 03:02:34.160042+00:00,,ORD891518
1P1313,P1,CLOSED,Vendor dispatch system outage,Primary vendor's dispatch system crashed — no shipments processed in last 48 hours.,Hyderabad,2025-12-29 20:46:34.160042+00:00,2025-12-31 20:46:34.160042+00:00,ORD200982
1P1314,P1,OPEN,Warehouse inventory mismatch – critical SKU,"Physical stock of emergency item XYZ789 is 0, but system shows 450 units.",Hyderabad,2026-01-26 02:20:34.160042+00:00,,ORD726702
3P1315,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-02-08 16:27:34.160042+00:00,,ORD833766
3P1316,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Bangalore,2025-12-06 23:52:34.160042+00:00,,ORD220150
3P1317,P3,OPEN,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Delhi,2025-12-04 23:56:34.160042+00:00,,ORD590163
2P1318,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Hyderabad,2026-01-17 05:36:34.160042+00:00,2026-01-18 05:36:34.160042+00:00,ORD330267
2P1319,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Ahmedabad,2026-01-19 15:16:34.160042+00:00,,ORD440103
2P1320,P2,OPEN,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Surat,2025-12-25 16:01:34.160042+00:00,,ORD858208
3P1321,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Delhi,2026-01-01 19:24:34.160042+00:00,2026-01-01 21:24:34.160042+00:00,ORD176743
3P1322,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Kolkata,2026-01-29 00:39:34.160042+00:00,2026-01-29 02:39:34.160042+00:00,ORD563485
3P1323,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Surat,2025-11-28 14:12:34.160042+00:00,,ORD422476
1P1324,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Patna,2026-02-16 11:08:34.160042+00:00,2026-02-16 15:08:34.160042+00:00,ORD593623
3P1325,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Chennai,2026-01-05 08:56:34.160042+00:00,2026-01-05 09:56:34.160042+00:00,ORD718552
3P1326,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Bangalore,2025-12-11 16:21:34.160042+00:00,,ORD349636
3P1327,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-02-07 09:21:34.160042+00:00,2026-02-07 17:21:34.160042+00:00,ORD976973
1P1328,P1,CLOSED,Bulk shipment stuck at customs,"Container with 12,000 units delayed at Nhava Sheva port due to documentation mismatch.",Indore,2026-02-04 06:34:34.160042+00:00,2026-02-04 07:04:34.160042+00:00,ORD594711
2P1329,P2,OPEN,Prime exclusive product out of stock after order,Order #9845123 for Prime-exclusive Echo Dot (new color) cancelled by system due to stock unavailability.,Surat,2025-12-21 00:34:34.160042+00:00,,ORD932917
2P1330,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Indore,2025-12-16 21:18:34.160042+00:00,2025-12-16 21:48:34.160042+00:00,ORD232555
3P1331,P3,OPEN,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Delhi,2026-01-15 04:31:34.160042+00:00,,ORD305945
3P1332,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Ahmedabad,2025-12-22 17:31:34.160042+00:00,2025-12-29 17:31:34.160042+00:00,ORD235153
3P1333,P3,OPEN,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Ahmedabad,2026-02-03 23:44:34.160042+00:00,,ORD319570
3P1334,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Chennai,2025-12-15 19:12:34.160042+00:00,2025-12-15 23:12:34.160042+00:00,ORD391986
3P1335,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Ahmedabad,2026-02-01 09:29:34.160042+00:00,2026-02-01 11:29:34.160042+00:00,ORD621943
1P1336,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Pune,2026-01-26 10:37:34.160042+00:00,,ORD872479
3P1337,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Delhi,2026-01-02 03:38:34.160042+00:00,2026-01-02 05:38:34.160042+00:00,ORD892464
2P1338,P2,OPEN,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Hyderabad,2025-11-27 22:35:34.160042+00:00,,ORD306054
1P1339,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Bangalore,2025-12-28 23:54:34.160042+00:00,2025-12-29 03:54:34.160042+00:00,ORD953415
3P1340,P3,CLOSED,Payment successful but order not confirmed,"₹1,499 deducted via UPI but order status stuck at 'payment pending' for 2 days.",Hyderabad,2026-02-09 07:06:34.160042+00:00,2026-02-09 09:06:34.160042+00:00,ORD988284
2P1341,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Ahmedabad,2025-12-26 20:55:34.160042+00:00,2025-12-27 04:55:34.160042+00:00,ORD407809
2P1342,P2,OPEN,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Jaipur,2025-12-30 16:27:34.160042+00:00,,ORD250119
3P1343,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Jaipur,2025-12-01 00:39:34.160042+00:00,,ORD910312
2P1344,P2,CLOSED,Priority delivery partner no-show,"Prime Blue Dart slot booked, but delivery agent marked 'not reachable' three times.",Hyderabad,2025-12-07 14:34:34.160042+00:00,2025-12-07 16:34:34.160042+00:00,ORD792087
3P1345,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Bhopal,2025-11-28 20:40:34.160042+00:00,,ORD749287
3P1346,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Surat,2025-12-16 23:11:34.160042+00:00,2025-12-17 00:11:34.160042+00:00,ORD470422
3P1347,P3,CLOSED,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Patna,2025-12-16 16:43:34.160042+00:00,2025-12-17 16:43:34.160042+00:00,ORD213265
2P1348,P2,CLOSED,Prime same-day delivery missed,Customer in Bangalore was promised same-day delivery but order is still in 'processing' status at 8 PM.,Ahmedabad,2025-12-16 01:12:34.160042+00:00,2025-12-16 02:12:34.160042+00:00,ORD328535
3P1349,P3,CLOSED,App crashed during payment – money deducted,App closed during Paytm payment flow. Money deducted but cart still active.,Jaipur,2025-12-30 11:33:34.160042+00:00,2025-12-30 19:33:34.160042+00:00,ORD531451
2P1350,P2,CLOSED,Prime early access deal item delayed,Item from Prime Early Access sale not shipped even after 72-hour window.,Ahmedabad,2026-01-02 19:13:34.160042+00:00,2026-01-02 19:43:34.160042+00:00,ORD876137
3P1351,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Chandigarh,2026-01-27 10:22:34.160042+00:00,2026-01-27 12:22:34.160042+00:00,ORD870147
3P1352,P3,OPEN,Standard delivery running late by 4+ days,Order #875421 placed 7 days ago still shows 'out for delivery' status.,Hyderabad,2026-02-07 22:00:34.160042+00:00,,ORD861805
3P1353,P3,CLOSED,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Hyderabad,2026-01-18 08:58:34.160042+00:00,2026-01-18 09:58:34.160042+00:00,ORD814079
3P1354,P3,CLOSED,Delivery agent unreachable for last mile,Agent number +91-98XXXXXX45 not answering calls/WhatsApp since yesterday.,Hyderabad,2026-02-07 10:22:34.160042+00:00,2026-02-07 10:52:34.160042+00:00,ORD356154
1P1355,P1,CLOSED,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Surat,2026-01-07 07:27:34.160042+00:00,2026-01-07 08:27:34.160042+00:00,ORD953604
1P1356,P1,OPEN,Critical supply chain failure,Entire lot of high-demand SKU XXXX-5678 has not reached the central warehouse. Expected arrival was 3 days ago. Impacts multiple cities.,Bangalore,2025-12-14 23:39:34.160042+00:00,,ORD505977
3P1357,P3,OPEN,Received completely wrong product,"Ordered Noise ColorFit Pro 5, received boAt Airdopes instead.",Delhi,2026-01-03 00:49:34.160042+00:00,,ORD195236
2P1358,P2,CLOSED,Refund not credited within 1 business day,Prime member eligible for instant refund — amount deducted but not credited back after 36 hours.,Chennai,2025-12-11 04:29:34.160042+00:00,2025-12-11 06:29:34.160042+00:00,ORD995967
1P1359,P1,OPEN,Supplier stock-out on critical item,Vendor confirmed zero stock for product ABC123 (fast-moving category). No ETA available.,Hyderabad,2026-01-20 00:26:34.160042+00:00,,ORD380635
3P1360,P3,OPEN,Partial order delivered,"Order had 3 items — only 1 was delivered, no communication about remaining items.",Patna,2026-01-21 18:48:34.160042+00:00,,ORD351592
